Recording	Participant	Timeline	TOI	Interval	Media	Group1	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	7	1736	1769	33						314.96	156.82	177.37	5.98			0.50521	0.45213	0.61099	0.55806
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	7	1769	1952	183		0	0.61099	0.55806	2.60561										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	8	1952	1969	17						309.74	30.54	30.54	0.57			0.61099	0.55806	0.62225	0.5716
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	8	1969	2601	632		0	0.62225	0.5716	2.76892										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	9	2601	2684	83							271.57	353.6				0.62225	0.5716		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	10	5247	5297	50							59.67	65.1						0.47013	0.37853
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	9	5297	5563	266		0	0.47013	0.37853	3.23902										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	11	5563	5596	33						292.53	53.97	66.44	2.43			0.47013	0.37853	0.50023	0.45109
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	10	5596	5896	300		0	0.50023	0.45109	3.20036										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	12	6662	6695	33							37.35	37.35						0.48161	0.43711
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	11	6695	6945	250		0	0.48161	0.43711	3.18349										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	13	6945	6962	17						257.75	67.51	67.51	1.31			0.48161	0.43711	0.46662	0.50614
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	12	6962	7544	583		0	0.46662	0.50614	3.18437										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	14	7544	7561	16						65.79	38.57	38.57	1.39			0.46662	0.50614	0.4974	0.43769
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	13	7561	7660	100		0	0.4974	0.43769	3.18864										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	15	7660	7677	17							37.12	37.12				0.4974	0.43769		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	16	7893	7927	33							91.1	91.1							
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	17	8268	8317	50							129.39	155.97							
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	18	8334	8350	17							45.78	45.78						0.54177	0.37956
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	14	8350	8816	466		0	0.54177	0.37956	3.17783										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	19	8816	8833	17							47.41	47.41				0.54177	0.37956		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	20	8866	8883	17							83.83	83.83						0.51689	0.46962
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	15	8883	9116	233		0	0.51689	0.46962	3.11166										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	21	9116	9132	17							36.8	36.8				0.51689	0.46962		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	22	9149	9182	33							31.91	31.91							
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	23	9199	9232	33							201.74	201.74							
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	24	9399	9415	17							65.62	65.62						0.61452	0.57626
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	16	9415	11878	2463		0	0.61452	0.57626	2.9415										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	25	11878	11944	67							282.53	366.95				0.61452	0.57626		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	26	13009	13126	117							297.57	461.89						0.53576	0.60295
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	17	13126	13276	150		0	0.53576	0.60295	3.00773										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	27	13276	13326	50						111.6	93.36	117.7	4.71			0.53576	0.60295	0.47838	0.45804
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	18	13326	14058	732		0	0.47838	0.45804	3.03713										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	28	14058	14108	50						264.56	68.46	112.55	3.74			0.47838	0.45804	0.4653	0.59532
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	19	14108	14324	216		0	0.4653	0.59532	3.08135										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	29	14324	14357	33						80.98	94.69	123.93	3.98			0.4653	0.59532	0.48828	0.45052
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	20	14357	14540	183		0	0.48828	0.45052	3.10721										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	30	14540	14574	33						267.28	106.48	124.86	3.92			0.48828	0.45052	0.48121	0.59961
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	21	14574	14757	183		0	0.48121	0.59961	3.13267										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	31	14757	14790	33						322.06	112.25	142.56	4.36			0.48121	0.59961	0.55823	0.65966
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	22	14790	15089	300		0	0.55823	0.65966	3.18088										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	32	15089	15123	33						111.45	161.32	212.55	5.64			0.55823	0.65966	0.48953	0.48478
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	23	15123	15189	66		0	0.48953	0.48478	3.16796										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	33	15189	15206	17							57.58	57.58				0.48953	0.48478		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	34	15223	15239	17							51.32	51.32						0.48281	0.49126
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	24	15239	15622	383		0	0.48281	0.49126	3.06591										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	35	15622	15655	33						94.47	116.66	165.52	3.57			0.48281	0.49126	0.47201	0.35303
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	25	15655	15838	183		0	0.47201	0.35303	2.90586										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	36	15838	15855	16							62.09	62.09				0.47201	0.35303		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	37	15872	15888	17							55.72	55.72							
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	38	15905	15922	17							33.86	33.86						0.47149	0.31226
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	26	15922	16038	116		0	0.47149	0.31226	2.90707										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	39	16038	16071	33							54.74	68.96				0.47149	0.31226		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	40	16104	16138	33							34.74	36.93						0.48042	0.35269
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	27	16138	17902	1764		0	0.48042	0.35269	2.741										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	41	18033	18117	84							43.28	49.34						0.47915	0.35538
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	28	18117	20291	2175		0	0.47915	0.35538	2.60675										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	42	20291	20382	91						234.65	105.82	189.18	10.61			0.47915	0.35538	0.31243	0.59045
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	29	20382	20442	60		0	0.31243	0.59045	2.59799										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	43	20442	20533	91						225.2	156.44	206.69	14.95			0.31243	0.59045	0.04591	0.85889
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	30	20533	20744	212		0	0.04591	0.85889	2.69216										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	44	20744	20775	30							51.09	51.09				0.04591	0.85889		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	45	20835	20896	61							194.71	194.71						-0.0156	0.85192
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	31	20896	20956	60		0	-0.0156	0.85192	2.76982										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	46	20956	20986	30							392.61	392.61				-0.0156	0.85192		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	47	21017	21077	61							131.88	131.88						-0.04765	0.85556
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	32	21077	21198	120		0	-0.04765	0.85556	2.74981										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	48	21198	21228	30						54.04	60.8	60.8	1.77			-0.04765	0.85556	-0.0232	0.82187
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	33	21228	23946	2719		0	-0.0232	0.82187	2.68117										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	49	23946	24007	61						41.9	90.02	143.04	7.04			-0.0232	0.82187	0.11304	0.69961
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	34	24007	24128	121		0	0.11304	0.69961	2.65637										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	50	24128	24218	91						51.03	238.99	392.72	23.03			0.11304	0.69961	0.50831	0.21104
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	35	24218	24309	91		0	0.50831	0.21104	2.68419										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	51	24309	24339	30						28.73	43.18	43.18	2.53			0.50831	0.21104	0.5599	0.18275
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	36	24339	24399	61		0	0.5599	0.18275	2.68935										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	52	24399	24430	30							193.29	193.29				0.5599	0.18275		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	53	24490	24551	61							119.35	119.35						0.90435	-0.18445
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	37	24551	24732	181		0	0.90435	-0.18445	2.83373										
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	38	25548	27662	2114		0	0.98093	-0.14026	2.74242										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	54	27662	27692	30						160.44	145.09	145.09	6.26			0.98093	-0.14026	0.87031	-0.17956
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	39	27692	27783	91		0	0.87031	-0.17956	2.99211										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	55	31348	31408	60							142.93	142.93						0.16333	0.04924
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	40	31408	31559	151		0	0.16333	0.04924	2.66086										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	56	31559	31650	91						323.52	211.98	281.12	21.91			0.16333	0.04924	0.59696	0.36988
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	41	31650	31740	91		0	0.59696	0.36988	2.72118										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	57	31740	31892	151						305.46	111.1	174.7	17.31			0.59696	0.36988	0.88878	0.77953
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	42	31892	32193	302		0	0.88878	0.77953	2.77539										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	58	32193	32224	30							260.81	260.81				0.88878	0.77953		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	59	32375	32466	90							48.88	57.17						1.03298	0.74417
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	43	32466	32526	60		0	1.03298	0.74417	2.787										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	60	32617	32678	61							80.69	80.69						0.98305	0.83802
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	44	32678	34398	1721		0	0.98305	0.83802	2.67064										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	61	34398	34459	60						169.57	34.17	34.24	0.77			0.98305	0.83802	0.97443	0.83643
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Partial	45	34459	34694	235		0	0.97443	0.83643	2.75928										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	62	36695	36725	30							34.33	34.33						0.91301	0.89712
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	46	36725	37147	423		0	0.91301	0.89712	3.13786										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	63	37147	37208	60						103.38	120.4	184.03	10.29			0.91301	0.89712	0.8268	0.53477
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	47	37208	37480	272		0	0.8268	0.53477	3.05836										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	64	37480	37510	30						113.07	102.25	102.25	5.8			0.8268	0.53477	0.75103	0.35686
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	48	37510	37721	211		0	0.75103	0.35686	3.09173										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	65	37721	37751	30						113.79	42.23	42.23	2.36			0.75103	0.35686	0.71884	0.28386
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	49	37751	40833	3081		0	0.71884	0.28386	2.87809										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	66	40833	40924	91						223.75	130.21	179.25	13.47			0.71884	0.28386	0.46825	0.52372
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	50	40924	41195	272		0	0.46825	0.52372	2.77617										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	67	41195	41256	60						233.29	92.97	144.47	8.19			0.46825	0.52372	0.32532	0.71539
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	51	41256	44458	3202		0	0.32532	0.71539	2.66885										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	68	44458	44518	61							88.07	111.51				0.32532	0.71539		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	69	44548	44579	30							33.24	33.24						0.52067	0.71366
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	52	44579	44941	363		0	0.52067	0.71366	2.78672										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	70	44941	44971	30						3.48	105.71	105.71	6.75			0.52067	0.71366	0.65376	0.70557
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	53	44971	45183	211		0	0.65376	0.70557	2.85995										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	71	45183	45213	30						359.66	48.94	48.94	1.97			0.65376	0.70557	0.70607	0.70588
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	54	45213	48114	2901		0	0.70607	0.70588	2.79533										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	72	48114	48204	90						124.19	141.02	193.02	14.65			0.70607	0.70588	0.47985	0.37291
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	55	48204	48536	332		0	0.47985	0.37291	2.68638										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	73	48536	48566	30						227.02	46.23	46.23	2.84			0.47985	0.37291	0.42625	0.43042
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	56	48566	48717	151		0	0.42625	0.43042	2.72013										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	74	48717	48777	60						138.66	76.4	118.21	4.94			0.42625	0.43042	0.3128	0.3306
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	57	48777	51678	2900		0	0.3128	0.3306	2.75549										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Whole	75	51678	51708	30						336.39	246.61	246.61	8.32			0.3128	0.3306	0.47436	0.40123
Recording1	Participant1	Timeline1	Entire Recording	1			Fixation	Whole	58	51708	51949	242		0	0.47436	0.40123	2.91587										
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	76	51949	51980	30							80.97	80.97				0.47436	0.40123		
Recording1	Participant1	Timeline1	Entire Recording	1			Saccade	Partial	77	52161	52222	60							159.8	159.8						0.66357	0.56653
