Recording	Participant	Timeline	TOI	Interval	Media	Group1	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	23	6708	6774	66							174.71	291.87		o		0.52965	0.47842		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	24	6808	6824	16							39.95	39.95							
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	25	6874	6891	17							66.02	66.02							
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	26	6907	6924	16							51.81	51.81			e			0.7266	0.32737
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	22	6924	7123	200	e	1	0.7266	0.32737	3.48979										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	27	7123	7140	17							89.48	89.48		e		0.7266	0.32737		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	28	7157	7207	50							142.31	187.97			i			0.61299	0.51516
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	23	7207	7440	233	i	1	0.61299	0.51516	3.65254										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	29	7440	7490	50						167.72	110.57	157.72	5.42	i	o	0.61299	0.51516	0.51675	0.49422
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	24	7490	7689	200	o	1	0.51675	0.49422	3.6106										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	30	7689	7739	50						151.36	129.03	225.62	6.26	o	g	0.51675	0.49422	0.40836	0.43503
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	25	7739	8022	283	g	1	0.40836	0.43503	3.6221										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	31	8022	8056	33						256.7	155.73	157.79	5.54	g		0.40836	0.43503	0.36693	0.61034
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Fixation	Whole	26	8056	8272	216		0	0.36693	0.61034	3.56351										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	32	8272	8322	50						22.5	182.31	280.71	9.31		o	0.36693	0.61034	0.52739	0.54387
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Partial	27	8322	8455	133	o	1	0.52739	0.54387	3.45374										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	33	8555	8588	33							363.37	363.37							
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	34	8605	8638	33							88.31	88.31							
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	35	8655	8671	17							43.41	43.41			c			0.53541	0.72047
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag2	Fixation	Whole	28	8671	8788	117	c	1	0.53541	0.72047	3.49427										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	36	8788	8854	67							130.14	279.91		c		0.53541	0.72047		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	37	8904	8921	16							40.19	40.19			i			0.63651	0.51572
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	29	8921	9287	366	i	1	0.63651	0.51572	3.4229										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	38	9287	9337	50						304.08	168.37	214.03	8.54	i	h	0.63651	0.51572	0.75717	0.69411
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	30	9337	9620	283	h	1	0.75717	0.69411	3.41781										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	39	9620	9669	50							217.85	250.69		h		0.75717	0.69411		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	40	9703	9719	16							39.2	39.2			e			0.76553	0.30462
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	31	9719	9936	217	e	1	0.76553	0.30462	3.28641										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	41	9936	9986	50						166.72	170.84	225.53	8.56	e	d	0.76553	0.30462	0.60769	0.26737
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag2	Fixation	Whole	32	9986	10252	266	d	1	0.60769	0.26737	3.34397										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	42	10252	10302	50						183.91	137.89	248.21	6.58	d	m	0.60769	0.26737	0.48683	0.27562
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	33	10302	10668	366	m	1	0.48683	0.27562	3.45337										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	43	10668	10685	17						27.63	40.6	40.6	1.15	m	m	0.48683	0.27562	0.50719	0.26497
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	34	10685	10868	183	m	1	0.50719	0.26497	3.53467										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	44	10868	10934	67						238.51	153.8	295.71	9.5	m	g	0.50719	0.26497	0.37476	0.48118
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	35	10934	11167	233	g	1	0.37476	0.48118	3.49964										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	45	11167	11217	50						188.18	123.08	198.23	6.14	g	f	0.37476	0.48118	0.26105	0.49751
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	36	11217	11583	366	f	1	0.26105	0.49751	3.26966										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	46	11583	11633	50						59.62	215.88	262.69	10.41	f	a	0.26105	0.49751	0.40502	0.2519
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	37	11633	11883	250	a	1	0.40502	0.2519	3.35582										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	47	11883	11949	67						306.61	198.84	352.99	12.79	a	i	0.40502	0.2519	0.59989	0.51417
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	38	11949	12049	100	i	1	0.59989	0.51417	3.34499										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	48	12049	12099	50						331.59	177.78	321.96	8.47	i	k	0.59989	0.51417	0.74466	0.59248
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	39	12099	12415	316	k	1	0.74466	0.59248	3.43236										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	49	12415	12449	33						274.89	137.67	144.77	4.68	k	h	0.74466	0.59248	0.75824	0.75132
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	40	12449	12682	233	h	1	0.75824	0.75132	3.37883										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	50	12682	12732	50						171.61	159.8	213.26	7.59	h	n	0.75824	0.75132	0.62356	0.73146
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	41	12732	13281	549	n	1	0.62356	0.73146	3.18024										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	51	13281	13347	67						177.21	208.42	351.07	13.55	n	l	0.62356	0.73146	0.38891	0.72002
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	42	13347	13580	233	l	1	0.38891	0.72002	3.1618										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	52	13580	13630	50							180	199.98		l		0.38891	0.72002		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	53	13663	13680	17							39.65	39.65			o			0.44964	0.44564
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Partial	43	13680	13930	250	o	1	0.44964	0.44564	3.14275										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	54	14096	14129	33							60.08	60.08							
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	55	14146	14179	33							148.4	161.66			i			0.58923	0.48244
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	44	14179	14246	67	i	1	0.58923	0.48244	3.50369										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	56	14246	14262	16						275.19	70.27	70.27	1.38	i	i	0.58923	0.48244	0.59361	0.53071
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	45	14262	14928	666	i	1	0.59361	0.53071	3.54058										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	57	14928	14994	66						309.13	159.65	318.88	10.21	i	h	0.59361	0.53071	0.74456	0.71624
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	46	14994	15344	349	h	1	0.74456	0.71624	3.50981										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	58	15344	15410	66						138.86	219.06	366.36	14.72	h	o	0.74456	0.71624	0.5088	0.51026
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	47	15410	15594	183	o	1	0.5088	0.51026	3.37062										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	59	15594	15643	50						147.68	119.02	183.94	5.99	o	g	0.5088	0.51026	0.40616	0.44534
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	48	15643	15810	166	g	1	0.40616	0.44534	3.33917										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	60	15810	15876	67						14.52	253.34	344.09	16.89	g		0.40616	0.44534	0.7088	0.36698
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Fixation	Whole	49	15876	16126	250		0	0.7088	0.36698	3.44918										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	61	16126	16176	50						126.72	98.96	138.85	5.19		d	0.7088	0.36698	0.62995	0.26127
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag2	Fixation	Whole	50	16176	16276	100	d	1	0.62995	0.26127	3.55393										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	62	16276	16326	50						173.09	161.39	238.44	7.76	d	m	0.62995	0.26127	0.48729	0.24398
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	51	16326	16558	233	m	1	0.48729	0.24398	3.64105										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	63	16558	16625	67						252.79	220.8	373.4	13.78	m	l	0.48729	0.24398	0.35882	0.65883
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	52	16625	16808	183	l	1	0.35882	0.65883	3.63879										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	64	16808	16875	67							220.71	356.7		l		0.35882	0.65883		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	65	16891	16908	16							37.71	37.71			m			0.55261	0.3448
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	53	16908	17207	300	m	1	0.55261	0.3448	3.31157										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	66	17207	17241	33						155.42	60.64	79.14	2.33	m	m	0.55261	0.3448	0.51159	0.32604
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	54	17241	17474	233	m	1	0.51159	0.32604	3.43194										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	67	17474	17524	50						302.81	165.75	221.22	8.13	m	i	0.51159	0.32604	0.62617	0.50379
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	55	17524	17773	250	i	1	0.62617	0.50379	3.53408										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	68	17773	17840	66						173.21	219.57	429.62	13.79	i	g	0.62617	0.50379	0.38123	0.47461
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	56	17840	18472	632	g	1	0.38123	0.47461	3.36674										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	69	18472	18522	50						277.51	130.81	182.78	6.61	g	l	0.38123	0.47461	0.41074	0.69841
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	57	18522	18788	266	l	1	0.41074	0.69841	3.32543										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	70	18788	18855	66						359.02	178.05	330.07	11.53	l	n	0.41074	0.69841	0.61097	0.70185
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	58	18855	19088	233	n	1	0.61097	0.70185	3.19596										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	71	19088	19121	33						309.39	78.44	89.04	2.6	n	n	0.61097	0.70185	0.64861	0.74768
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	59	19121	19371	250	n	1	0.64861	0.74768	3.1905										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	72	19371	19421	50						161.87	156.39	196.81	8.04	n	c	0.64861	0.74768	0.51274	0.7032
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag2	Fixation	Whole	60	19421	19787	366	c	1	0.51274	0.7032	3.20358										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	73	19787	19853	66						83.33	124.67	164.46	7.98	c	o	0.51274	0.7032	0.54372	0.43845
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	61	19853	20136	283	o	1	0.54372	0.43845	3.15251										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	74	20136	20186	50						342.08	202.11	308.72	10.21	o	k	0.54372	0.43845	0.72249	0.49627
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	62	20186	20519	333	k	1	0.72249	0.49627	3.40918										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	75	20519	20552	33							52.84	63.51		k		0.72249	0.49627		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	76	20735	20802	67							123.63	294.61			k			0.77518	0.48385
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	63	20802	20951	150	k	1	0.77518	0.48385	3.61455										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	77	20951	20985	33						125.79	245	279.63	9.14	k	d	0.77518	0.48385	0.63945	0.2956
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag2	Fixation	Whole	64	20985	21184	200	d	1	0.63945	0.2956	3.64203										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	78	21184	21234	50						164.9	142.61	277.06	7.01	d	m	0.63945	0.2956	0.51225	0.26128
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	65	21234	21351	116	m	1	0.51225	0.26128	3.59608										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	79	21351	21368	17							51.54	51.54		m		0.51225	0.26128		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	80	21384	21451	66							138.21	267.79			a			0.36248	0.30997
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	66	21451	21767	316	a	1	0.36248	0.30997	3.64951										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	81	21767	21817	50						295.03	129.46	166.41	6	a		0.36248	0.30997	0.44023	0.4765
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Fixation	Whole	67	21817	23248	1431		0	0.44023	0.4765	3.43781										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	82	23248	23298	50						341.91	119.7	162.54	5.62		o	0.44023	0.4765	0.53887	0.50872
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	68	23298	25777	2479	o	1	0.53887	0.50872	3.37125										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	83	25777	25827	50						33.01	160.12	227.32	8.56	o	i	0.53887	0.50872	0.68406	0.41439
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	69	25827	26027	200	i	1	0.68406	0.41439	3.38645										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	84	26027	26043	16							51.25	51.25		i		0.68406	0.41439		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	85	26060	26077	17							33.76	33.76			i			0.68818	0.40829
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	70	26077	26310	233	i	1	0.68818	0.40829	3.44124										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	86	26310	26360	50						216.22	202.01	274.02	10.28	i	o	0.68818	0.40829	0.51575	0.53458
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	71	26360	26543	183	o	1	0.51575	0.53458	3.47594										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	87	26543	26592	50						135.16	147.84	228.21	7.24	o	g	0.51575	0.53458	0.40152	0.42097
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	72	26592	27042	449	g	1	0.40152	0.42097	3.31461										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	88	27042	27092	50						344.57	152.48	209.54	8.02	g	o	0.40152	0.42097	0.54178	0.45968
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	73	27092	29238	2147	o	1	0.54178	0.45968	3.3755										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	89	29238	29305	67						137.44	142.38	248.31	9.19	o	a	0.54178	0.45968	0.39028	0.32056
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	74	29305	29571	266	a	1	0.39028	0.32056	3.43142										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	90	29571	29604	33							93.68	141.32		a		0.39028	0.32056		
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Partial	91	29804	29854	50							128.42	156.76			i			0.64927	0.46837
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag3	Fixation	Whole	75	29854	30087	233	i	1	0.64927	0.46837	3.53622										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	92	30087	30154	67						149.91	209.11	381.04	13.44	i	a	0.64927	0.46837	0.41912	0.33499
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag1	Fixation	Whole	76	30154	31335	1181	a	1	0.41912	0.33499	3.43084										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	93	31335	31385	50						309.59	76.44	125.88	3.51	a	o	0.41912	0.33499	0.4751	0.40269
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag5	Fixation	Whole	77	31385	34230	2845	o	1	0.4751	0.40269	3.51976										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	94	34230	34297	67						305.35	185.17	355.55	12.53	o	n	0.4751	0.40269	0.65173	0.65166
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2	Tag4	Fixation	Whole	78	34297	35595	1298	n	1	0.65173	0.65166	3.38466										
henry	Participant7	Timeline1	My Time of Interest 001	1	condition-2		Saccade	Whole	95	35595	35628	33						98.6	120.67	122.72	4.62	n	i	0.65173	0.65166	0.62873	0.49959
